word,meaning,category,domain,polarity,intensity,tone,morphology,ipa_original,ipa_clean,ipa_changed,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ずるっ,「ずる」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,zuɾuʔ,zuɾuʔ,0,5,7,6,7,6,4,442.6,3.77,7,7180.6,7.26,8,0,4,#556B2F,42.2,-18.8,30.6,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 5・Time 7・Flow 7のベクトル配置。,,3,5,0,0,Q(促音単発)
ずるり,「ずる」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,「り」変化,zuɾuɾi,zuɾuɾi,0,4,5,5,5,7,5,378.5,3.37,5,3180.1,5.88,6,0,4,#556B2F,42.2,-18.8,30.6,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 5・Flow 5のベクトル配置。,,4,6,0,0,RI(り単発)
ずるりずるり,「ずるりずる」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,畳語・「り」変化,zuɾuɾizuɾuɾi,zuɾuɾizuɾuɾi,0,4,4,5,5,7,5,381.4,3.39,4,3202.0,5.89,6,0,4,#556B2F,42.2,-18.8,30.6,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 4・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ずん,「ず」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,濁音,暗い・重い・大,撥音,zuŋ,zuŋ,0,5,6,7,6,4,5,377.9,3.37,6,5015.2,6.65,7,0,4,#000000,0.0,0.0,0.0,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 5・Time 6・Flow 6のベクトル配置。,,3,6,5,0,N(撥音単発)
ずんぐりむっくり,「ずんぐりむっく」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,促音・撥音・「り」変化,zuŋɡuɾimukkuɾi,zuŋɡuɾimukkuɾi,0,5,5,6,5,6,5,196.6,1.71,6,1908.6,5.01,7,mh,5,#4B3621,24.5,6.4,16.8,濁音による質量感・無声破裂音の領域性を反映し、Weight 5・Time 5・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ずーずー,「ずー」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,畳語・長音,zuːzuː,zuːzuː,0,5,3,5,4,6,5,503.1,4.09,1,4624.8,6.51,6,0,4,#8B0000,28.1,51.0,41.3,濁音による質量感・長音による持続傾向を反映し、Weight 5・Time 3・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ずーっ,「ずー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,促音・長音,zuːʔ,zuːʔ,0,5,4,6,6,6,4,780.2,5.20,4,7397.3,7.31,7,0,4,#F0FFFF,98.9,-4.9,-1.7,濁音による質量感・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 4・Flow 6のベクトル配置。,,2,7,5,0,LONG(長音ー)
せっせ,「せっせ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,sesse,sesse,0,4,6,6,6,6,4,600.5,4.54,6,5496.3,6.81,6,0,4,#DAA520,70.8,8.5,68.8,摩擦音による流体・気体性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 6・Flow 6のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
せーせー,「せー」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語・長音,seːseː,seːseː,0,4,4,4,5,7,4,713.6,4.97,2,4803.8,6.58,5,0,4,#FF8C00,69.5,36.8,75.5,摩擦音による流体・気体性・長音による持続傾向を反映し、Weight 4・Time 4・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ぜーぜー,「ぜー」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,畳語・長音,zeːzeː,zeːzeː,0,5,3,4,4,6,5,485.6,4.00,2,5083.5,6.67,6,0,4,#97744C,51.4,8.5,27.3,濁音による質量感・長音による持続傾向を反映し、Weight 5・Time 3・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
そっ,「そ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,soʔ,soʔ,0,4,8,7,7,6,3,649.3,4.74,8,7631.8,7.36,7,0,4,#000000,0.0,0.0,0.0,摩擦音による流体・気体性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 8・Flow 7のベクトル配置。,,2,5,0,0,Q(促音単発)
そよ,「そよ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,sojo,sojo,0,3,4,4,4,7,5,412.0,3.58,4,1884.9,4.99,5,0,4,#F0FFF0,98.6,-7.6,5.5,摩擦音による流体・気体性を反映し、Weight 3・Time 4・Flow 4のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
そより,「そよ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,sojoɾi,sojoɾi,0,2,5,5,4,8,4,518.4,4.17,5,2883.9,5.71,5,mh,5,#FFFFFF,100.0,-0.0,0.0,摩擦音による流体・気体性・弾き音/ɾ/による運動変化を反映し、Weight 2・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
そよりそより,「そよりそよ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,sojoɾisojoɾi,sojoɾisojoɾi,0,2,4,4,4,8,4,612.6,4.59,4,2721.7,5.61,5,0,4,#F0FFF0,98.6,-7.6,5.5,摩擦音による流体・気体性・弾き音/ɾ/による運動変化を反映し、Weight 2・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
そろっ,「そろ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,soɾoʔ,soɾoʔ,0,4,7,6,6,7,3,577.6,4.44,7,6242.4,7.02,6,0,4,#000000,0.0,0.0,0.0,摩擦音による流体・気体性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
そろりそろり,「そろりそろ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,soɾoɾisoɾoɾi,soɾoɾisoɾoɾi,0,2,5,4,4,8,4,648.9,4.73,4,2448.2,5.43,5,0,4,#FFFFFF,100.0,-0.0,0.0,摩擦音による流体・気体性・弾き音/ɾ/による運動変化を反映し、Weight 2・Time 5・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
そろーり,「そろー」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化・長音,soɾoːɾi,soɾoːɾi,0,2,5,5,4,8,4,563.1,4.37,5,2687.2,5.59,5,mh,5,#FFFFFF,100.0,-0.0,0.0,摩擦音による流体・気体性・弾き音/ɾ/による運動変化を反映し、Weight 2・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
ぞくぞくっ,「ぞくぞく」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,zokuzokuʔ,zokuzokuʔ,0,5,7,6,8,5,3,377.7,3.36,7,8363.2,7.52,7,mc,3,#000000,0.0,0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 5・Time 7・Flow 8のベクトル配置。,,3,5,0,0,Q(促音単発)
ぞくっ,「ぞく」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,zokuʔ,zokuʔ,0,5,8,7,7,5,3,428.7,3.68,8,8554.2,7.56,7,0,4,#000000,0.0,0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 5・Time 8・Flow 7のベクトル配置。,,2,5,0,0,Q(促音単発)
ぞろり,「ぞろ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,「り」変化,zoɾoɾi,zoɾoɾi,0,3,5,5,4,8,4,422.8,3.65,5,3817.5,6.19,6,0,4,#FFFFFF,100.0,-0.0,0.0,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
ぞわり,「ぞわ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,「り」変化,zowaɾi,zowaɾi,0,3,6,5,4,7,4,393.8,3.47,5,5274.7,6.74,6,mh,5,#FFFFFF,100.0,-0.0,0.0,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 6・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
ぞーっ,「ぞー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,促音・長音,zoːʔ,zoːʔ,0,4,4,6,6,6,3,731.6,5.04,5,7759.9,7.39,6,0,4,#F0FFFF,98.9,-4.9,-1.7,濁音による質量感・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 4・Flow 6のベクトル配置。,,2,6,5,0,LONG(長音ー)
たたっ,「たた」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tataʔ,tataʔ,0,5,8,6,6,5,4,485.8,4.00,8,8357.3,7.52,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 8・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
たたーっ,「たたー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音・長音,tataːʔ,tataːʔ,0,4,5,6,6,6,4,781.7,5.21,5,7218.2,7.27,6,0,4,#FF0000,53.2,80.1,67.2,無声破裂音の領域性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 5・Flow 6のベクトル配置。,,2,6,5,0,LONG(長音ー)
たったっ,「たった」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語・促音,tattaʔ,tattaʔ,0,5,7,5,6,5,5,372.0,3.33,7,6579.9,7.11,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 7・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
たぷたぷ,「たぷ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・半濁音,明るい・軽い・小,畳語,taputapu,taputapu,0,4,5,4,5,7,6,366.2,3.29,5,3449.1,6.01,6,0,4,#FFD700,86.9,-1.9,87.1,無声破裂音の領域性を反映し、Weight 4・Time 5・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
たぽたぽ,「たぽ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・半濁音,明るい・軽い・小,畳語,tapotapo,tapotapo,0,4,5,4,4,7,6,391.4,3.45,5,2864.8,5.70,6,0,4,#4169E1,47.8,26.3,-65.3,無声破裂音の領域性を反映し、Weight 4・Time 5・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
たらっ,「たら」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,taɾaʔ,taɾaʔ,0,4,7,6,5,7,3,536.5,4.25,7,7543.8,7.34,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 7・Flow 5のベクトル配置。,,2,5,0,0,Q(促音単発)
たらり,「たら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,taɾaɾi,taɾaɾi,0,3,6,5,3,8,4,465.1,3.89,5,3201.2,5.89,5,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 6・Flow 3のベクトル配置。,,4,6,0,0,RI(り単発)
たらりたらり,「たらりたら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,taɾaɾitaɾaɾi,taɾaɾitaɾaɾi,0,3,5,4,3,8,4,483.5,3.99,5,3050.2,5.81,5,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
たらん,「たら」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,taɾaŋ,taɾaŋ,0,4,6,6,4,6,5,441.4,3.76,6,4138.3,6.32,6,0,4,#4169E1,47.8,26.3,-65.3,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 6・Flow 4のベクトル配置。,,3,6,5,0,N(撥音単発)
たらーっ,「たらー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音・長音,taɾaːʔ,taɾaːʔ,0,4,5,5,5,7,4,784.4,5.21,5,6652.3,7.13,6,mh,5,#FF0000,53.2,80.1,67.2,無声破裂音の領域性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 5・Flow 5のベクトル配置。,,2,6,5,0,LONG(長音ー)
たをたを,「たを」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,taotao,taotao,0,4,5,3,4,6,6,391.3,3.45,4,2646.7,5.56,6,0,4,#BDB76B,73.4,-8.8,39.3,無声破裂音の領域性を反映し、Weight 4・Time 5・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
たんたん,「たんた」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語・撥音,tantaŋ,tantaŋ,0,5,6,5,4,5,6,373.7,3.34,5,4669.9,6.53,7,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 5・Time 6・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
たんぽぽ,「たんぽぽ」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音・半濁音,明るい・軽い・小,撥音,tampopo,tampopo,0,4,5,4,4,7,6,248.7,2.31,5,2663.9,5.58,6,mh,5,#FF0000,53.2,80.1,67.2,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 5・Flow 4のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
たんまり,「たんま」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,撥音・「り」変化,tammaɾi,tammaɾi,0,4,4,5,4,7,6,248.2,2.30,5,1893.8,5.00,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・鼻音の共鳴と持続性を反映し、Weight 4・Time 4・Flow 4のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
たーっ,「たー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音・長音,taːʔ,taːʔ,0,4,5,6,6,6,4,832.1,5.36,5,7242.9,7.27,6,mh,5,#FF0000,53.2,80.1,67.2,無声破裂音の領域性・促音による時間的突発性(Decay high)を反映し、Weight 4・Time 5・Flow 6のベクトル配置。,,2,7,5,0,LONG(長音ー)
たーっぷり,「たーっぷ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・半濁音,明るい・軽い・小,促音・「り」変化・長音,taːppuɾi,taːppuɾi,0,4,4,5,4,7,6,413.0,3.59,5,2617.5,5.55,7,mh,5,#4B3621,24.5,6.4,16.8,無声破裂音の領域性・弾き音/ɾ/による運動変化を反映し、Weight 4・Time 4・Flow 4のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
だだだっ,「だだだ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,促音,dadadaʔ,dadadaʔ,0,6,7,6,6,6,5,407.9,3.56,6,7265.4,7.28,8,0,4,#556B2F,42.2,-18.8,30.6,濁音による質量感・促音による時間的突発性(Decay high)を反映し、Weight 6・Time 7・Flow 6のベクトル配置。,,3,5,0,0,Q(促音単発)
だだーっ,「だだー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,促音・長音,dadaːʔ,dadaːʔ,0,5,4,5,5,6,4,672.2,4.82,4,6950.8,7.20,7,mh,5,#A5663E,49.3,21.4,32.9,濁音による質量感・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 4・Flow 5のベクトル配置。,,3,6,5,0,LONG(長音ー)
だった,「だった」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音・濁音,暗い・重い・大,促音,datta,datta,0,6,5,5,5,6,6,228.4,2.09,6,4358.9,6.41,7,mh,5,#000000,0.0,0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 6・Time 5・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
だったっ,「だった」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,dattaʔ,dattaʔ,0,6,8,7,7,5,4,421.3,3.64,8,8924.7,7.63,8,0,4,#000000,0.0,0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 6・Time 8・Flow 7のベクトル配置。,,2,5,0,0,Q(促音単発)
だぼだぼ,「だぼ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,畳語,dabodabo,dabodabo,0,6,4,3,4,7,7,187.0,1.58,3,3549.6,6.06,7,0,4,#191970,15.9,31.7,-49.6,濁音による質量感を反映し、Weight 6・Time 4・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
だらっ,「だら」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,daɾaʔ,daɾaʔ,0,5,7,6,5,7,4,489.2,4.02,7,7567.7,7.35,7,mh,5,#000000,0.0,0.0,0.0,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 5・Time 7・Flow 5のベクトル配置。,,3,5,0,0,Q(促音単発)
だらり,「だら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,「り」変化,daɾaɾi,daɾaɾi,0,3,5,5,4,8,5,424.7,3.66,5,3333.5,5.96,6,mh,5,#FFFFFF,100.0,-0.0,0.0,濁音による質量感・弾き音/ɾ/による運動変化を反映し、Weight 3・Time 5・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
だらん,「だら」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音・濁音,暗い・重い・大,撥音,daɾaŋ,daɾaŋ,0,5,6,6,4,6,5,388.8,3.44,5,4220.3,6.36,7,0,4,#556B2F,42.2,-18.8,30.6,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 5・Time 6・Flow 4のベクトル配置。,,3,6,5,0,N(撥音単発)
だらーん,「だらー」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音・濁音,暗い・重い・大,撥音・長音,daɾaːŋ,daɾaːŋ,0,5,3,6,3,6,5,730.5,5.03,2,5628.8,6.85,6,mh,5,#556B2F,42.2,-18.8,30.6,濁音による質量感・鼻音の共鳴と持続性を反映し、Weight 5・Time 3・Flow 3のベクトル配置。,,3,7,5,0,LONG(長音ー)
だーっ,「だー」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,濁音,暗い・重い・大,促音・長音,daːʔ,daːʔ,0,5,5,6,6,6,4,737.4,5.06,4,7270.6,7.28,7,mh,5,#FF0000,53.2,80.1,67.2,濁音による質量感・促音による時間的突発性(Decay high)を反映し、Weight 5・Time 5・Flow 6のベクトル配置。,,2,6,5,0,LONG(長音ー)
ちかちかっ,「ちかちか」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕikatɕikaʔ,tɕikatɕikaʔ,0,4,8,7,7,4,2,1549.3,6.94,9,11597.1,8.07,7,0,4,#FFFF00,97.1,-21.6,94.5,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 8・Flow 7のベクトル配置。,,3,5,0,0,Q(促音単発)
ちかっ,「ちか」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕikaʔ,tɕikaʔ,0,4,8,7,7,5,2,1194.9,6.28,8,10519.3,7.91,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 8・Flow 7のベクトル配置。,,2,5,0,0,Q(促音単発)
ちくたく,「ちくたく」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,tɕikutaku,tɕikutaku,0,4,6,5,6,5,4,866.1,5.46,6,4100.1,6.31,6,0,4,#D3D3D3,84.6,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 6のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ちくっ,「ちく」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕikuʔ,tɕikuʔ,0,4,8,7,8,5,3,1046.8,5.94,8,8916.7,7.63,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 8・Flow 8のベクトル配置。,,2,5,0,0,Q(促音単発)
ちくり,「ちく」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,tɕikuɾi,tɕikuɾi,0,2,6,6,5,7,4,969.9,5.75,6,4722.4,6.55,5,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 2・Time 6・Flow 5のベクトル配置。,,4,6,0,0,RI(り単発)
ちくん,「ちく」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕikuŋ,tɕikuŋ,0,4,7,7,7,4,4,1047.8,5.95,7,5999.8,6.95,6,mc,3,#808080,53.6,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 7・Flow 7のベクトル配置。,,3,6,5,0,N(撥音単発)
ちちちち,「ちち」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,tɕitɕitɕitɕi,tɕitɕitɕitɕi,0,3,6,5,7,4,5,1550.7,6.94,6,5582.5,6.83,6,0,4,#FFEBB1,93.4,-1.6,30.7,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 7のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちちっかい,「ちちっかい」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,tɕitɕikkai,tɕitɕikkai,0,3,6,6,6,5,4,1380.9,6.65,7,5599.7,6.84,6,0,4,#FFD700,86.9,-1.9,87.1,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 6のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ちちん,「ちち」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕitɕiŋ,tɕitɕiŋ,0,3,7,7,7,4,4,1373.2,6.63,7,5673.1,6.86,7,mc,3,#F5F5F5,96.5,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 7のベクトル配置。,,3,6,5,0,N(撥音単発)
ちっ,「ち」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕiʔ,tɕiʔ,0,4,8,7,8,5,3,1061.7,5.98,8,8604.7,7.57,7,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 8・Flow 8のベクトル配置。,,2,5,0,0,Q(促音単発)
ちっくたっく,「ちっくたっく」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,tɕikkutakku,tɕikkutakku,0,4,6,5,7,5,4,779.3,5.20,7,4314.6,6.39,6,0,4,#D3D3D3,84.6,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 7のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ちっちっ,「ちっち」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語・促音,tɕittɕiʔ,tɕittɕiʔ,0,4,6,6,7,4,4,1133.6,6.15,6,5914.0,6.93,7,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 7のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちっちびーつつ,音が長く尾を引いて持続する音や状態。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音・長音,tɕittɕibiːtsutsu,tɕittɕibiːtsutsu,0,3,4,6,7,6,4,1410.8,6.70,4,5817.7,6.90,6,0,4,#F5F5DC,95.9,-4.2,12.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 3・Time 4・Flow 7のベクトル配置。,,3,6,5,0,LONG(長音ー)
