word,language,lang_code,category,domain,meaning_en,pronunciation,morph_type,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity
dlu,Zulu,zu,Motion,Dynamics/Motion,Surging forward aggressively or pushing past,dlu,ROOT,0.5,0.4,0.6,0.35,0.15,0.35,2500.0,0.295,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
dlu-dlu,Zulu,zu,Motion,Dynamics/Motion,Intensified or continuous aspect of dlu: surging forward aggressively or pushing past,dlu-dlu,REDUP_2,0.5,0.4,0.5,0.35,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
dluka,Zulu,zu,Verb/State,Dynamics/Motion,Stative verb derived from ideophone root dlu,dlu-ka,STATIVE_VERB,0.5,0.4,0.5,0.35,0.4,0.35,2500.0,0.295,0.5,0.6,0.263,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
soi-soi,Gbaya,gba,Color,Color/Purity,"Clear, transparent, pure red or purple appearance",soi-soi,ROOT,0.65,0.4,0.5,0.55,0.75,0.35,4000.0,0.487,0.7,1.0,0.474,0.45,0.4,3,#DC143C,70.0,85.0,50.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.7.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gbagara-gbagara,Gbaya,gba,Motion,Dynamics/Motion,"Unsteady, staggering, intoxicated gait of a drunkard",gba-ga-ra,ROOT,0.45,0.5,0.5,0.35,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.5,0.6,3,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.5, Hardness x11=0.6, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
bulu-bulu,Gbaya,gba,State,Density/Spatial,"Dense, billowing smoke rising in massive plumes",bu-lu-bu-lu,ROOT,0.5,0.4,0.5,0.35,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpuk-kpuk,Gbaya,gba,Sound,Physiology/Body,"Rapid, anxious thumping of the heartbeat",kpuk-kpuk,ROOT,0.65,0.5,0.85,0.35,0.75,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.5, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
tek-tek,Gbaya,gba,Motion,Speed/Rhythm,"Light, brisk, rhythmic stepping of small feet",tek-tek,ROOT,0.65,0.15,0.5,0.35,0.75,0.35,4000.0,0.487,0.8,1.0,0.474,0.45,0.4,3,#FFF8DC,80.0,0.0,30.0,"Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.8.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gidi-gidi,Gbaya,gba,State,Psychological/Emotion,"Frantic, chaotic, restless commotion or panic",gi-di-gi-di,ROOT,0.65,0.4,0.5,0.7,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
yee,Gbaya,gba,State,Temperature,"Pleasantly cool, refreshing breeze or shade",ye-e,ROOT,0.65,0.4,0.6,0.35,0.15,0.35,4000.0,0.487,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
kpang,Gbaya,gba,State,Posture/Position,"Stiff, rigid, unbending erect posture",kpang,ROOT,0.5,0.98,0.5,0.35,0.55,0.15,1300.0,0.141,0.5,0.6,0.263,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb) mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
kpang-kpang,Gbaya,gba,State,Posture/Position,"Intensified or continuous aspect of kpang: stiff, rigid, unbending erect posture",kpang-kpang,REDUP_2,0.5,0.98,0.5,0.35,0.98,0.15,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpangnci,Gbaya,gba,Abstract,Posture/Position,Abstract state/quality associated with kpang,kpang-nci,DERIVATIVE,0.65,0.75,0.5,0.35,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
fio-fio,Gbaya,gba,State,Density/Distance,"Tall, slender, swaying gracefulness",fio-fio,ROOT,0.65,0.4,0.5,0.55,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
dir-dir,Gbaya,gba,State,Mass/Weight,"Extremely heavy, immovable, ponderous weight",dir-dir,ROOT,0.65,0.7,0.5,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
puk-puk,Gbaya,gba,Sound,Sound/Impact,Thudding sound of pounding grain in a wooden mortar,puk-puk,ROOT,0.5,0.4,0.5,0.35,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
ngau-ngau,Gbaya,gba,Sound,Voice/Creature,Barking loudly or persistent harsh yelping,ngau-ngau,ROOT,0.5,0.4,0.5,0.7,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
deng-deng,Gbaya,gba,State,Posture/Position,"Taut, stretched tightly like a drum skin",deng-deng,ROOT,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kor-kor,Gbaya,gba,State,Texture/Touch,"Dry, brittle, scratchy surface feel",kor-kor,ROOT,0.5,0.4,0.5,0.7,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
zu-zu,Gbaya,gba,Motion,Dynamics/Motion,Slinking or creeping quietly through grass,zu-zu,ROOT,0.3,0.4,0.15,0.65,0.9,0.35,1300.0,0.141,0.5,1.0,0.474,0.15,0.15,2,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpeee,Emai,ema,Color,Color/Purity,"Deep, intense, saturated blackness across a surface",kpe-e-e,ROOT,0.45,0.98,0.5,0.35,0.4,0.35,2800.0,0.333,0.05,0.6,0.263,0.8,0.85,4,#050505,5.0,0.0,0.0,"Labial-velar (kp/gb) mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.05.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
khai,Emai,ema,Color,Color/Purity,"Blinding, brilliant, sunlit white",khai,ROOT,0.8,0.15,0.6,0.55,0.15,0.35,4000.0,0.487,0.95,0.25,0.079,0.45,0.4,3,#FFFFFF,95.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.95.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
khai-khai,Emai,ema,Color,Color/Purity,"Intensified or continuous aspect of khai: blinding, brilliant, sunlit white",khai-khai,REDUP_2,0.8,0.15,0.5,0.55,0.9,0.35,4000.0,0.487,0.95,1.0,0.474,0.45,0.4,3,#FFFFFF,95.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.95.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
khainci,Emai,ema,Abstract,Color/Purity,Abstract state/quality associated with khai,khai-nci,DERIVATIVE,0.65,0.4,0.5,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gbam,Emai,ema,Sound,Sound/Impact,"Heavy, resonant impact sound of falling timber or metal",gbam,ROOT,0.5,0.98,0.6,0.35,0.3,0.15,1300.0,0.141,0.5,0.25,0.079,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb) mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
gbam-gbam,Emai,ema,Sound,Sound/Impact,"Intensified or continuous aspect of gbam: heavy, resonant impact sound of falling timber or metal",gbam-gbam,REDUP_2,0.5,0.98,0.5,0.35,0.98,0.15,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.98, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gbamnci,Emai,ema,Abstract,Sound/Impact,Abstract state/quality associated with gbam,gbam-nci,DERIVATIVE,0.65,0.75,0.5,0.35,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpiti-kpiti,Emai,ema,Motion,Dynamics/Motion,"Frantic, scurrying feet of small animals or crowd",kpi-ti-kpi-ti,ROOT,0.65,0.75,0.5,0.35,0.75,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
vungbe,Emai,ema,State,Mass/Size,"Massive, hulking, towering physical stature",vung-be,ROOT,0.65,0.75,0.5,0.55,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Fricative sound, Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
fii,Emai,ema,Motion,Speed/Rhythm,Breezing past with high swift speed,fi-i,ROOT,0.8,0.15,0.95,0.55,0.15,0.35,4000.0,0.487,0.5,0.25,0.079,0.8,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,1,0.5,0.0,0.5
fii-fii,Emai,ema,Motion,Speed/Rhythm,Intensified or continuous aspect of fii: breezing past with high swift speed,fi-i-fi-i,REDUP_2,0.8,0.15,0.85,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
fiinci,Emai,ema,Abstract,Speed/Rhythm,Abstract state/quality associated with fii,fi-i-nci,DERIVATIVE,0.65,0.4,0.5,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
ghoo,Emai,ema,State,Silence/Quiet,"Eerie, deserted, quiet expanse",gho-o,ROOT,0.3,0.4,0.25,0.1,0.3,0.35,1300.0,0.141,0.5,0.25,0.079,0.15,0.15,2,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,0,0.5,0.0,0.5
ghoo-ghoo,Emai,ema,State,Silence/Quiet,"Intensified or continuous aspect of ghoo: eerie, deserted, quiet expanse",gho-o-gho-o,REDUP_2,0.3,0.4,0.15,0.1,0.9,0.35,1300.0,0.141,0.5,1.0,0.474,0.15,0.15,2,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
ghoonci,Emai,ema,Abstract,Silence/Quiet,Abstract state/quality associated with ghoo,gho-o-nci,DERIVATIVE,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
titi-titi,Emai,ema,Sound,Sound/Impact,Rumbling vibration of distant thunder or stamping feet,ti-ti-ti-ti,ROOT,0.65,0.4,0.5,0.35,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpaa,Emai,ema,State,Texture/Purity,"Thoroughly dried out, parched, arid condition",kpa-a,ROOT,0.5,0.75,0.6,0.7,0.15,0.35,1300.0,0.141,0.5,0.25,0.079,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb) mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
kpaa-kpaa,Emai,ema,State,Texture/Purity,"Intensified or continuous aspect of kpaa: thoroughly dried out, parched, arid condition",kpa-a-kpa-a,REDUP_2,0.5,0.75,0.5,0.7,0.9,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpaanci,Emai,ema,Abstract,Texture/Purity,Abstract state/quality associated with kpaa,kpa-a-nci,DERIVATIVE,0.65,0.75,0.5,0.35,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
nyen-nyen,Emai,ema,Motion,Dynamics/Motion,"Twisting, wriggling, serpentine motion",nyen-nyen,ROOT,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpe-kpe,Emai,ema,State,Density/Spatial,"Neatly arranged, tight side-by-side order",kpe-kpe,ROOT,0.65,0.75,0.5,0.35,0.75,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
zaa,Emai,ema,Sound,Dynamics/Motion,Heavy pouring of rain onto leaves,za-a,ROOT,0.5,0.7,0.6,0.55,0.15,0.35,2500.0,0.295,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
zaa-zaa,Emai,ema,Sound,Dynamics/Motion,Intensified or continuous aspect of zaa: heavy pouring of rain onto leaves,za-a-za-a,REDUP_2,0.5,0.7,0.5,0.55,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
zaanci,Emai,ema,Abstract,Dynamics/Motion,Abstract state/quality associated with zaa,za-a-nci,DERIVATIVE,0.65,0.4,0.5,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
yibx,Ewe,ee,Color,Color/Purity,"Primary word for black; dark, jet-black ideophone root",yi-bx,ROOT,0.45,0.7,0.6,0.35,0.15,0.35,2800.0,0.333,0.05,0.25,0.079,0.45,0.4,3,#050505,5.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.05.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
yibx-yibx,Ewe,ee,Color,Color/Purity,"Intensified or continuous aspect of yibx: primary word for black; dark, jet-black ideophone root",yi-bx-yi-bx,REDUP_2,0.45,0.7,0.5,0.35,0.9,0.35,2800.0,0.333,0.05,1.0,0.474,0.45,0.4,3,#050505,5.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.05.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
yibxnci,Ewe,ee,Abstract,Color/Purity,Abstract state/quality associated with yibx,yi-bx-nci,DERIVATIVE,0.65,0.4,0.5,0.35,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
zoŋ-zoŋ,Ewe,ee,Color,Color/Purity,"Luminous, brilliant scarlet or purple-red",zong-zong,ROOT,0.5,0.4,0.5,0.55,0.75,0.35,2500.0,0.295,0.7,1.0,0.474,0.45,0.4,3,#DC143C,70.0,85.0,50.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.7.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kplakpla,Ewe,ee,Motion,Dynamics/Motion,"Hasty, restless, hurried movements without caution",kpla-kpla,ROOT,0.5,0.75,0.5,0.35,0.75,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
bɔbɔbɔ,Ewe,ee,State,Texture/Touch,"Extremely soft, pliable, yields gently to touch",bo-bo-bo,ROOT,0.5,0.4,0.5,0.1,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.8,0.15,2,#808080,50.0,0.0,0.0,"Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.15, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
syasyasya,Ewe,ee,Sound,Texture/Touch,Gushing water or heavy downpour roaring sound,sya-sya-sya,ROOT,0.5,0.7,0.5,0.55,0.75,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.7, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
gliii,Ewe,ee,State,Posture/Position,"Immovably firm, towering like a stone wall",gli-i-i,ROOT,0.65,0.7,0.5,0.35,0.4,0.15,4000.0,0.487,0.5,0.6,0.263,0.8,0.85,4,#808080,50.0,0.0,0.0,"Standard phonetic root mapped to Mass x2=0.7, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
dzẽe,Ewe,ee,Color,Color/Purity,Brightly glowing reddish or orange hue,dze-e,ROOT,0.65,0.4,0.6,0.55,0.15,0.35,4000.0,0.487,0.7,0.25,0.079,0.45,0.4,3,#DC143C,70.0,85.0,50.0,"Fricative sound mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.7.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
dzẽe-dzẽe,Ewe,ee,Color,Color/Purity,Intensified or continuous aspect of dzẽe: brightly glowing reddish or orange hue,dze-e-dze-e,REDUP_2,0.65,0.4,0.5,0.55,0.9,0.35,4000.0,0.487,0.7,1.0,0.474,0.45,0.4,3,#DC143C,70.0,85.0,50.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.7.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
dzẽenci,Ewe,ee,Abstract,Color/Purity,Abstract state/quality associated with dzẽe,dze-e-nci,DERIVATIVE,0.65,0.4,0.5,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpooo,Ewe,ee,State,Silence/Quiet,"Tranquil, peaceful, calm, undisturbed state",kpo-o-o,ROOT,0.3,0.75,0.15,0.35,0.55,0.35,1300.0,0.141,0.5,0.6,0.263,0.5,0.6,3,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb) mapped to Mass x2=0.75, Hardness x11=0.6, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,0,0.5,0.0,0.5
kpooo-kpooo,Ewe,ee,State,Silence/Quiet,"Intensified or continuous aspect of kpooo: tranquil, peaceful, calm, undisturbed state",kpo-o-o-kpo-o-o,REDUP_2,0.3,0.75,0.15,0.35,0.9,0.35,1300.0,0.141,0.5,1.0,0.474,0.5,0.6,3,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.6, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpooonci,Ewe,ee,Abstract,Silence/Quiet,Abstract state/quality associated with kpooo,kpo-o-o-nci,DERIVATIVE,0.65,0.75,0.5,0.35,0.9,0.35,2800.0,0.333,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
tsatsatsa,Ewe,ee,Motion,Speed/Rhythm,"Rapid, energetic, brisk walking or dancing",tsa-tsa-tsa,ROOT,0.65,0.15,0.85,0.55,0.75,0.35,4000.0,0.487,0.5,1.0,0.474,0.8,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
feee,Ewe,ee,State,Mass/Weight,"Feather-light, floating effortlessly in air",fe-e-e,ROOT,0.65,0.15,0.6,0.55,0.15,0.35,4000.0,0.487,0.8,0.25,0.079,0.45,0.4,3,#FFF8DC,80.0,0.0,30.0,"Fricative sound mapped to Mass x2=0.15, Hardness x11=0.4, and Luminance x8=0.8.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
vuvu,Ewe,ee,Motion,Dynamics/Motion,Fluttering or shaking uncontrollably in wind,vu-vu,ROOT,0.5,0.4,0.6,0.55,0.15,0.35,2500.0,0.295,0.5,0.25,0.079,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,2,0.5,0.0,0.5
vuvu-vuvu,Ewe,ee,Motion,Dynamics/Motion,Intensified or continuous aspect of vuvu: fluttering or shaking uncontrollably in wind,vu-vu-vu-vu,REDUP_2,0.5,0.4,0.5,0.55,0.9,0.35,2500.0,0.295,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
vuvunci,Ewe,ee,Abstract,Dynamics/Motion,Abstract state/quality associated with vuvu,vu-vu-nci,DERIVATIVE,0.65,0.4,0.5,0.55,0.9,0.35,4000.0,0.487,0.5,1.0,0.474,0.45,0.4,3,#808080,50.0,0.0,0.0,"Fricative sound, Reduplicated form mapped to Mass x2=0.4, Hardness x11=0.4, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
kpakpa,Ewe,ee,Sound,Sound/Impact,Clapping hands or wood hitting together,kpa-kpa,ROOT,0.5,0.75,0.5,0.35,0.75,0.35,1300.0,0.141,0.5,1.0,0.474,0.8,0.85,4,#808080,50.0,0.0,0.0,"Labial-velar (kp/gb), Reduplicated form mapped to Mass x2=0.75, Hardness x11=0.85, and Luminance x8=0.5.",COMPLETED_AFRICA_A16,4,0.5,1.0,0.9
