word,pronunciation_romaji,meaning_en,category,domain,polarity,intensity,tone,morphology,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ぐーっ,gu-t,Manner or sound of ぐーっ: 「ぐー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡuːʔ,5,4,5,6,6,4,735.6,5.05,4,6181.7,7.01,7,0,4,#F0FFFF,98.9,-4.9,-1.7,"Reflecting voiced consonants and geminate sokuon (sudden onset) for a vector configuration of Weight 5, Time 4, and Flow 6.",,2,6,5,0,LONG(長音ー)
ぐーん,gu-n,Manner or sound of ぐーん: 「ぐー」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡuːŋ,5,4,6,4,5,5,723.1,5.01,2,4990.5,6.64,6,0,4,#FFFF00,97.1,-21.6,94.5,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 4.",,3,7,5,0,LONG(長音ー)
けっきょ,ketkyo,Manner or sound of けっきょ: 「けっきょ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kekkjo,3,6,6,5,6,4,830.0,5.36,6,6375.2,7.06,6,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 3, Time 6, and Flow 5.",,5,5,0,8,COMPOUND(複合・異種)
けろっ,kerot,Manner or sound of けろっ: 「けろ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,keɾoʔ,4,8,7,6,6,3,627.9,4.65,7,7225.0,7.27,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
けろり,kerori,Manner or sound of けろり: 「けろ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,keɾoɾi,3,6,6,4,7,4,589.1,4.49,5,3652.4,6.11,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
けんけん,kenken,Manner or sound of けんけん: 「けんけ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,keŋkeŋ,4,6,6,4,5,4,609.2,4.57,5,5234.6,6.72,6,0,4,#8B0000,28.1,51.0,41.3,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
けんけんほろろ,kenkenhororo,Manner or sound of けんけんほろろ: 「けんけんほろろ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,keŋkeŋhoɾoɾo,4,5,5,4,7,4,421.3,3.64,4,2280.5,5.31,6,0,4,#00FF00,87.7,-86.2,83.2,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
けーんけーん,ke-nke-n,Manner or sound of けーんけーん: 「けーんけー」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,keːŋkeːŋ,5,5,7,4,4,4,688.8,4.89,3,4896.9,6.61,6,mh,5,#DAA520,70.8,8.5,68.8,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
げぶげぶ,gebugebu,Manner or sound of げぶげぶ: 「げぶ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡebuɡebu,7,5,4,4,6,7,225.0,2.05,4,3709.9,6.14,7,mc,3,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants for a vector configuration of Weight 7, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
げほげほ,gehogeho,Manner or sound of げほげほ: 「げほ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡehoɡeho,5,4,4,4,7,5,393.3,3.47,4,2105.7,5.18,5,0,4,#32CD32,72.6,-67.1,61.4,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 4, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
げほんげほん,gehongehon,Manner or sound of げほんげほん: 「げほんげほ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡehoŋɡehoŋ,5,5,5,4,6,5,380.2,3.38,4,2623.4,5.55,6,0,4,#A52A2A,37.5,49.7,30.5,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
げー,ge-,Manner or sound of げー: 音が長く尾を引いて持続する音や condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡeː,5,3,5,4,7,5,816.2,5.31,1,4837.8,6.59,6,0,4,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and long vowel extension for a vector configuration of Weight 5, Time 3, and Flow 4.",,2,7,5,0,LONG(長音ー)
げーっ,ge-t,Manner or sound of げーっ: 「げー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡeːʔ,5,5,5,6,6,4,742.6,5.08,4,6266.9,7.03,6,0,4,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and geminate sokuon (sudden onset) for a vector configuration of Weight 5, Time 5, and Flow 6.",,2,6,5,0,LONG(長音ー)
こくこく,kokukoku,Manner or sound of こくこく: 「こく」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Relationship,Positive,Semi-voiced (Crisp),Dark/Heavy/Large,Reduplication,kokukoku,3,6,5,4,5,4,429.6,3.69,5,2632.0,5.56,5,0,4,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
こくり,kokuri,Manner or sound of こくり: 「こく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokuɾi,3,6,6,5,7,4,441.2,3.76,6,2879.2,5.71,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
こくりこくり,kokurikokuri,Manner or sound of こくりこくり: 「こくりこく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokuɾikokuɾi,3,6,5,5,6,4,523.8,4.19,6,2857.0,5.69,5,0,4,#F5DEB3,89.4,1.5,24.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
こくん,kokun,Manner or sound of こくん: 「こく」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokuŋ,4,7,7,6,4,4,414.2,3.60,7,3836.6,6.20,6,0,4,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
こけこっこ,kokekotko,Manner or sound of こけこっこ: 「こけこっこ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokekokko,4,7,6,4,5,3,511.9,4.13,6,4381.9,6.42,6,mh,5,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 4.",,5,5,0,8,COMPOUND(複合・異種)
ここ,koko,Manner or sound of ここ: 「ここ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koko,4,6,5,5,5,4,375.7,3.35,6,2322.5,5.34,6,0,4,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives for a vector configuration of Weight 4, Time 6, and Flow 5.",,5,5,0,8,COMPOUND(複合・異種)
ここここ,kokokoko,Manner or sound of ここここ: 「ここ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokokoko,3,6,5,4,5,4,470.7,3.92,5,3219.7,5.90,5,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
こざっぱり,kozatpari,Manner or sound of こざっぱり: 「こざっぱ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kozappaɾi,3,6,6,4,6,4,533.8,4.24,6,5430.8,6.79,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 3, Time 6, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
こせこせ,kosekose,Manner or sound of こせこせ: 「こせ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kosekose,3,6,4,5,6,3,620.3,4.62,5,5014.6,6.65,5,0,4,#FF8C00,69.5,36.8,75.5,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
こそ,koso,Manner or sound of こそ: 「こそ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koso,3,5,4,6,6,3,564.0,4.38,5,3208.8,5.89,5,0,4,#2F4F4F,31.3,-11.7,-3.7,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 6.",,5,5,0,8,COMPOUND(複合・異種)
こそっ,kosot,Manner or sound of こそっ: 「こそ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kosoʔ,3,8,6,7,6,2,680.4,4.85,8,7476.0,7.33,6,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
こそり,kosori,Manner or sound of こそり: 「こそ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kosoɾi,2,6,5,5,7,3,672.3,4.82,6,3666.8,6.12,5,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 2, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
こちょこちょ,kochokocho,Manner or sound of こちょこちょ: 「こちょ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotɕokotɕo,3,7,5,5,5,4,804.1,5.28,6,4105.5,6.31,6,0,4,#B0E0E6,86.1,-14.1,-8.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 7, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
こちり,kochiri,Manner or sound of こちり: 「こち」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotɕiɾi,3,7,6,5,6,3,781.9,5.21,6,4439.8,6.44,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 7, and Flow 5.",,4,6,0,0,RI(り単発)
こちん,kochin,Manner or sound of こちん: 「こち」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotɕiŋ,4,7,7,6,3,4,857.5,5.44,7,5024.4,6.65,7,mc,3,#F5F5F5,96.5,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
こちんこちん,kochinkochin,Manner or sound of こちんこちん: 「こちんこち」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotɕiŋkotɕiŋ,4,7,6,6,3,4,904.2,5.57,6,4906.0,6.61,7,mc,3,#B0E0E6,86.1,-14.1,-8.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 7, and Flow 6.",,4,5,5,1,REDUP(畳語・同一)
こぢんまり,kojinmari,Manner or sound of こぢんまり: 「こぢんま」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kodʑimmaɾi,4,4,5,5,6,5,240.3,2.22,5,1126.8,4.11,6,mh,5,#BDB76B,73.4,-8.8,39.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 4, Time 4, and Flow 5.",,5,5,5,8,COMPOUND(複合・異種)
こっくりこっくり,kotkurikotkuri,Manner or sound of こっくりこっくり: 「こっくりこっく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokkuɾikokkuɾi,3,6,5,5,6,4,552.2,4.33,7,3364.8,5.97,6,0,4,#DEB887,77.0,7.0,30.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
こっここっこ,kotkokotko,Manner or sound of こっここっこ: 「こっこ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kokkokokko,4,7,5,4,5,3,536.3,4.25,6,4308.9,6.39,6,mh,5,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
こっとん,kotton,Manner or sound of こっとん: 「こっと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kottoŋ,4,7,7,6,4,4,460.9,3.87,7,4502.9,6.47,7,0,4,#696969,44.4,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
こっとんこっとん,kottonkotton,Manner or sound of こっとんこっとん: 「こっとんこっと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kottoŋkottoŋ,4,7,6,5,4,4,369.7,3.31,7,4162.6,6.33,7,0,4,#696969,44.4,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
こつっ,kotsut,Manner or sound of こつっ: 「こつ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotsuʔ,4,8,7,7,4,3,567.5,4.39,8,7290.4,7.29,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
こてこて,kotekote,Manner or sound of こてこて: 「こて」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotekote,4,5,4,4,5,5,448.7,3.80,5,2322.2,5.34,6,0,4,#4B3621,24.5,6.4,16.8,"Reflecting unvoiced plosives for a vector configuration of Weight 4, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
こてんこてん,kotenkoten,Manner or sound of こてんこてん: 「こてんこて」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koteŋkoteŋ,4,6,5,4,5,4,380.6,3.38,5,2151.3,5.21,6,mc,3,#BEBEBE,77.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
こてんぱあ,kotenpaa,Manner or sound of こてんぱあ: 「こてんぱあ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotempaa,4,5,5,4,6,4,387.3,3.43,5,3252.1,5.91,6,0,4,#DAA520,70.8,8.5,68.8,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
こてんぱん,kotenpan,Manner or sound of こてんぱん: 「こてんぱ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Emotion,Negative,Voiced (Heavy),Bright/Light/Small,Reduplication,kotempaŋ,4,6,6,4,5,5,352.4,3.19,5,3025.7,5.79,6,0,4,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ことり,kotori,Manner or sound of ことり: 「こと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotoɾi,3,6,5,4,6,4,461.6,3.87,6,2938.1,5.74,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ことりことり,kotorikotori,Manner or sound of ことりことり: 「ことりこと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,kotoɾikotoɾi,3,5,5,4,5,4,555.3,4.34,5,3042.5,5.80,6,0,4,#CD853F,61.8,21.4,47.9,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
こりこりっ,korikorit,Manner or sound of こりこりっ: 「こりこり」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾikoɾiʔ,3,8,7,7,5,2,933.1,5.65,8,7440.8,7.32,7,0,4,#F5DEB3,89.4,1.5,24.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 8, and Flow 7.",,3,5,0,0,Q(促音単発)
こりっ,korit,Manner or sound of こりっ: 「こり」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾiʔ,4,8,7,7,5,3,851.6,5.42,8,7812.6,7.40,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
ころっ,korot,Manner or sound of ころっ: 「ころ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾoʔ,4,8,6,6,6,3,531.7,4.23,7,6458.0,7.08,7,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 8, and Flow 6.",,3,5,0,0,Q(促音単発)
ころりからり,kororikarari,Manner or sound of ころりからり: 「ころりから」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾoɾikaɾaɾi,2,6,5,3,7,3,685.8,4.87,6,3504.9,6.04,5,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 6, and Flow 3.",,4,6,0,0,RI(り単発)
ころりっ,kororit,Manner or sound of ころりっ: 「ころり」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾoɾiʔ,4,7,6,6,5,3,765.2,5.15,7,6712.0,7.15,7,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 7, and Flow 6.",,3,5,0,0,Q(促音単発)
ころりん,kororin,Manner or sound of ころりん: 「ころり」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾoɾiŋ,3,7,6,5,5,4,815.0,5.31,6,4306.9,6.39,6,mc,3,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 3, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
ころりんしゃん,kororinshan,Manner or sound of ころりんしゃん: 「ころりんしゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾoɾiŋɕaŋ,4,6,6,4,5,5,661.5,4.78,5,5383.6,6.77,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 6, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ころん,koron,Manner or sound of ころん: 「ころ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koɾoŋ,4,7,7,5,5,4,467.1,3.90,6,3718.0,6.14,6,mc,3,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
こん,kon,Manner or sound of こん: 「こ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koŋ,4,7,7,5,4,4,512.6,4.14,6,4540.2,6.48,7,0,4,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
こーこー,ko-ko-,Manner or sound of こーこー: 「こー」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koːkoː,4,4,5,3,6,4,618.5,4.61,3,3743.5,6.15,5,0,4,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and long vowel extension for a vector configuration of Weight 4, Time 4, and Flow 3.",,4,5,5,1,REDUP(畳語・同一)
こーん,ko-n,Manner or sound of こーん: 「こー」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koːŋ,4,4,6,4,5,4,837.9,5.38,2,5797.5,6.90,6,0,4,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 4, and Flow 4.",,3,7,5,0,LONG(長音ー)
こーんこーん,ko-nko-n,Manner or sound of こーんこーん: 「こーんこー」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,koːŋkoːŋ,4,5,6,4,4,5,523.9,4.19,3,3875.7,6.21,6,0,4,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 4, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ごくっ,gokut,Manner or sound of ごくっ: 「ごく」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokuʔ,5,8,7,7,5,4,353.6,3.20,8,7012.9,7.22,8,0,4,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
ごくっごくっ,gokutgokut,Manner or sound of ごくっごくっ: 「ごくっごく」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokuɡɡokuʔ,6,7,5,7,5,5,162.9,1.24,7,4138.7,6.32,7,0,4,#4169E1,47.8,26.3,-65.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 7, and Flow 7.",,4,5,5,1,REDUP(畳語・同一)
ごくり,gokuri,Manner or sound of ごくり: 「ごく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokuɾi,4,6,6,5,7,5,313.0,2.89,6,2949.8,5.75,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 4, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
ごくりごくり,gokurigokuri,Manner or sound of ごくりごくり: 「ごくりごく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokuɾiɡokuɾi,5,6,5,5,6,5,292.8,2.72,6,3036.8,5.80,7,0,4,#4169E1,47.8,26.3,-65.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごくんごくん,gokungokun,Manner or sound of ごくんごくん: 「ごくんごく」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokuŋɡokuŋ,6,6,6,6,5,6,156.7,1.14,5,3207.7,5.89,7,0,4,#000080,13.0,47.5,-64.7,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 6, and Flow 6.",,4,5,5,1,REDUP(畳語・同一)
