word,pronunciation_romaji,cat_bit,dom_bit,pol_code,int_bit,tone_code,morph_bit,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ころりん,kororin,4,2,0,1,0,1,koɾoɾiŋ,3,7,6,5,5,4,815.0,5.31,6,4306.9,6.39,6,mc,3,#FFFFFF,100.0,-0.0,0.0,3,6,5,0,N(撥音単発)
ころりんしゃん,kororinshan,4,2,0,1,0,1,koɾoɾiŋɕaŋ,4,6,6,4,5,5,661.5,4.78,5,5383.6,6.77,6,0,4,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
ころん,koron,4,2,0,1,0,1,koɾoŋ,4,7,7,5,5,4,467.1,3.90,6,3718.0,6.14,6,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
こん,kon,4,2,0,1,0,1,koŋ,4,7,7,5,4,4,512.6,4.14,6,4540.2,6.48,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
こーこー,ko-ko-,4,2,0,1,0,1,koːkoː,4,4,5,3,6,4,618.5,4.61,3,3743.5,6.15,5,0,4,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
こーん,ko-n,4,2,0,1,0,1,koːŋ,4,4,6,4,5,4,837.9,5.38,2,5797.5,6.90,6,0,4,#FF0000,53.2,80.1,67.2,3,7,5,0,LONG(長音ー)
こーんこーん,ko-nko-n,4,2,0,1,0,1,koːŋkoːŋ,4,5,6,4,4,5,523.9,4.19,3,3875.7,6.21,6,0,4,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ごくっ,gokut,4,2,0,1,0,1,ɡokuʔ,5,8,7,7,5,4,353.6,3.20,8,7012.9,7.22,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ごくっごくっ,gokutgokut,4,2,0,1,0,1,ɡokuɡɡokuʔ,6,7,5,7,5,5,162.9,1.24,7,4138.7,6.32,7,0,4,#4169E1,47.8,26.3,-65.3,4,5,5,1,REDUP(畳語・同一)
ごくり,gokuri,4,2,0,1,0,1,ɡokuɾi,4,6,6,5,7,5,313.0,2.89,6,2949.8,5.75,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ごくりごくり,gokurigokuri,4,2,0,1,0,1,ɡokuɾiɡokuɾi,5,6,5,5,6,5,292.8,2.72,6,3036.8,5.80,7,0,4,#4169E1,47.8,26.3,-65.3,4,5,5,1,REDUP(畳語・同一)
ごくんごくん,gokungokun,4,2,0,1,0,1,ɡokuŋɡokuŋ,6,6,6,6,5,6,156.7,1.14,5,3207.7,5.89,7,0,4,#000080,13.0,47.5,-64.7,4,5,5,1,REDUP(畳語・同一)
ごしゃごしゃ,goshagosha,4,2,0,1,0,1,ɡoɕaɡoɕa,5,6,5,4,6,5,531.8,4.23,5,8810.6,7.61,7,0,4,#708090,52.8,-2.1,-10.6,4,5,5,1,REDUP(畳語・同一)
ごじゃごじゃ,gojagoja,4,2,0,1,0,1,ɡodʑaɡodʑa,6,5,5,5,5,6,213.2,1.92,4,6777.1,7.16,7,0,4,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ごそ,goso,4,2,0,1,0,1,ɡoso,5,5,4,6,6,3,361.8,3.26,5,3757.3,6.16,6,0,4,#556B2F,42.2,-18.8,30.6,5,5,0,8,COMPOUND(複合・異種)
ごそっ,gosot,4,2,0,1,0,1,ɡosoʔ,5,8,6,7,5,2,529.3,4.22,8,7819.2,7.40,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ごそり,gosori,4,2,0,1,0,1,ɡosoɾi,4,6,5,5,7,3,531.3,4.23,6,4014.1,6.27,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ごちょごちょ,gochogocho,4,2,0,1,0,1,ɡotɕoɡotɕo,5,6,4,6,5,5,604.5,4.55,5,4420.4,6.44,7,mc,3,#696969,44.4,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ごちん,gochin,4,2,0,1,0,1,ɡotɕiŋ,5,7,7,7,3,4,708.1,4.95,7,5286.7,6.74,8,mc,3,#F5F5F5,96.5,-0.0,0.0,3,6,5,0,N(撥音単発)
ごっくごっく,gotkugotku,4,2,0,1,0,1,ɡokkuɡokku,6,6,5,6,5,5,291.7,2.71,6,3463.7,6.02,7,0,4,#4169E1,47.8,26.3,-65.3,4,5,5,1,REDUP(畳語・同一)
ごっくり,gotkuri,4,2,0,1,0,1,ɡokkuɾi,5,5,5,5,6,5,230.4,2.11,6,2076.4,5.15,7,mh,5,#8B4513,37.5,26.4,41.0,5,5,5,8,COMPOUND(複合・異種)
ごっくん,gotkun,4,2,0,1,0,1,ɡokkuŋ,6,7,7,6,4,5,302.4,2.80,7,4249.3,6.37,7,0,4,#000080,13.0,47.5,-64.7,3,6,5,0,N(撥音単発)
ごってり,gotteri,4,2,0,1,0,1,ɡotteɾi,5,5,5,5,6,5,260.5,2.42,6,2273.8,5.31,7,0,4,#8B4513,37.5,26.4,41.0,5,5,5,8,COMPOUND(複合・異種)
ごっとり,gottori,4,2,0,1,0,1,ɡottoɾi,5,5,5,4,6,5,246.5,2.28,6,2681.3,5.59,7,mh,5,#D8BFD8,80.1,13.2,-9.2,5,5,5,8,COMPOUND(複合・異種)
ごっとりごっとり,gottorigottori,4,2,0,1,0,1,ɡottoɾiɡottoɾi,5,5,5,5,5,4,364.3,3.27,6,4415.0,6.43,7,0,4,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
ごっとん,gotton,4,2,0,1,0,1,ɡottoŋ,6,7,7,6,4,5,308.8,2.85,7,4791.9,6.57,8,mc,3,#000000,0.0,0.0,0.0,3,6,5,0,N(撥音単発)
ごっとんごっとん,gottongotton,4,2,0,1,0,1,ɡottoŋɡottoŋ,6,6,6,5,4,5,212.6,1.91,6,4476.4,6.46,8,0,4,#8B0000,28.1,51.0,41.3,4,5,5,1,REDUP(畳語・同一)
ごっぽり,gotpori,4,2,0,1,0,1,ɡoppoɾi,5,5,5,4,7,5,256.6,2.39,5,2241.3,5.28,7,mh,5,#FFD700,86.9,-1.9,87.1,5,5,5,8,COMPOUND(複合・異種)
ごつっ,gotsut,4,2,0,1,0,1,ɡotsuʔ,6,8,7,7,4,3,439.4,3.75,8,7826.0,7.41,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ごとり,gotori,4,2,0,1,0,1,ɡotoɾi,4,5,6,5,6,4,358.3,3.23,6,3320.6,5.95,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ごとりごとり,gotorigotori,4,2,0,1,0,1,ɡotoɾiɡotoɾi,5,5,5,5,5,4,359.7,3.24,5,3592.3,6.08,7,0,4,#2F4F4F,31.3,-11.7,-3.7,4,5,5,1,REDUP(畳語・同一)
ごとんごとん,gotongoton,4,2,0,1,0,1,ɡotoŋɡotoŋ,6,6,6,5,4,5,216.4,1.95,5,3588.4,6.08,7,0,4,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ごほごほ,gohogoho,4,2,0,1,0,1,ɡohoɡoho,5,5,4,5,6,5,322.7,2.97,4,2568.9,5.51,6,0,4,#A52A2A,37.5,49.7,30.5,4,5,5,1,REDUP(畳語・同一)
ごほん,gohon,4,2,0,1,0,1,ɡohoŋ,5,6,7,6,5,5,398.8,3.50,6,3728.4,6.15,7,0,4,#A52A2A,37.5,49.7,30.5,3,6,5,0,N(撥音単発)
ごぼり,gobori,4,2,0,1,0,1,ɡoboɾi,5,6,5,5,7,4,324.2,2.98,6,3986.0,6.26,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ごぼりこぼり,goborikobori,4,2,0,1,0,1,ɡoboɾikoboɾi,5,6,5,5,6,4,429.6,3.69,6,4583.5,6.50,7,0,4,#8B4513,37.5,26.4,41.0,4,6,0,0,RI(り単発)
ごぽごぼ,gopogobo,4,2,0,1,0,1,ɡopoɡobo,7,4,4,6,6,5,100.0,0.00,5,2486.4,5.46,7,0,4,#DAA520,70.8,8.5,68.8,5,5,0,8,COMPOUND(複合・異種)
ごぽごぽ,gopogopo,4,2,0,1,0,1,ɡopoɡopo,5,5,4,4,6,5,210.0,1.88,4,2975.2,5.76,7,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ごぽっ,gopot,4,2,0,1,0,1,ɡopoʔ,5,7,6,6,6,4,406.5,3.55,8,7234.6,7.27,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ごぽん,gopon,4,2,0,1,0,1,ɡopoŋ,5,7,7,5,5,5,336.4,3.07,6,4327.7,6.40,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ごろっ,gorot,4,2,0,1,0,1,ɡoɾoʔ,5,7,6,6,6,4,400.1,3.51,7,6621.0,7.12,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ごろり,gorori,4,2,0,1,0,1,ɡoɾoɾi,4,6,5,4,7,4,374.8,3.34,5,3048.8,5.80,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ごろりごろり,gororigorori,4,2,0,1,0,1,ɡoɾoɾiɡoɾoɾi,4,5,4,4,7,4,397.2,3.49,4,3236.3,5.91,7,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ごろりん,gororin,4,2,0,1,0,1,ɡoɾoɾiŋ,5,6,6,5,5,4,687.2,4.88,6,4504.8,6.47,7,mc,3,#C0C0C0,77.7,-0.0,0.0,3,6,5,0,N(撥音単発)
ごろん,goron,4,2,0,1,0,1,ɡoɾoŋ,5,7,6,5,5,5,321.1,2.95,6,3953.6,6.25,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ごろんごろん,gorongoron,4,2,0,1,0,1,ɡoɾoŋɡoɾoŋ,5,6,5,4,6,5,224.5,2.05,4,3268.3,5.92,7,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
ごん,gon,4,2,0,1,0,1,ɡoŋ,5,7,7,6,4,5,380.1,3.38,6,4714.8,6.55,7,0,4,#8B0000,28.1,51.0,41.3,3,6,5,0,N(撥音単発)
ごーっ,go-t,4,2,0,1,0,1,ɡoːʔ,5,5,6,6,6,3,682.2,4.86,4,7203.9,7.27,7,0,4,#4682B4,52.5,-4.1,-32.2,2,6,5,0,LONG(長音ー)
ごーん,go-n,4,2,0,1,0,1,ɡoːŋ,5,4,6,4,5,4,669.2,4.81,2,6110.8,6.99,6,0,4,#4682B4,52.5,-4.1,-32.2,3,7,5,0,LONG(長音ー)
さくっ,sakut,4,2,0,1,0,1,sakuʔ,4,8,7,6,6,3,630.5,4.66,8,8130.2,7.47,6,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
さくりさくり,sakurisakuri,4,2,0,1,0,1,sakuɾisakuɾi,3,5,5,4,7,3,668.3,4.81,5,4220.3,6.36,5,0,4,#F5DEB3,89.4,1.5,24.0,4,5,5,1,REDUP(畳語・同一)
ささっ,sasat,4,2,0,1,0,1,sasaʔ,3,8,6,5,6,2,702.0,4.93,8,9001.3,7.64,6,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
さっ,sat,4,2,0,1,0,1,saʔ,4,8,7,6,6,3,652.0,4.75,8,8873.7,7.62,6,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
さっくり,satkuri,4,2,0,1,0,1,sakkuɾi,3,5,5,4,7,4,442.2,3.76,6,2892.7,5.72,5,mh,5,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
さっさっ,satsat,4,2,0,1,0,1,sassaʔ,4,7,6,4,7,3,590.7,4.50,6,6756.3,7.16,5,0,4,#FF4500,57.6,67.8,69.0,3,5,5,1,REDUP(畳語・同一)
さやさや,sayasaya,4,2,0,1,0,1,sajasaja,3,5,3,2,8,4,632.6,4.67,4,5156.0,6.70,4,0,4,#DAA520,70.8,8.5,68.8,4,5,5,1,REDUP(畳語・同一)
さらっ,sarat,4,2,0,1,0,1,saɾaʔ,3,7,6,4,7,2,660.1,4.78,7,8152.1,7.48,6,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
さわさわ,sawasawa,4,2,0,1,0,1,sawasawa,3,5,3,2,8,3,543.8,4.29,4,7586.6,7.35,4,0,4,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
さんざん,sanzan,4,2,0,1,0,1,saŋzaŋ,5,6,8,5,5,5,512.2,4.14,6,8235.4,7.49,6,mc,3,#000080,13.0,47.5,-64.7,3,6,5,0,N(撥音単発)
さーさ,sa-sa,4,2,0,1,0,1,saːsa,3,3,5,3,8,3,1038.8,5.93,2,6810.7,7.17,4,0,4,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ざくっ,zakut,4,2,0,1,0,1,zakuʔ,5,8,7,7,5,3,444.0,3.77,8,9610.1,7.76,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ざくり,zakuri,4,2,0,1,0,1,zakuɾi,3,6,6,4,7,4,398.7,3.50,6,5415.8,6.78,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ざぐり,zaguri,4,2,0,1,0,1,zaɡuɾi,4,6,6,4,7,5,353.5,3.20,5,5218.5,6.72,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ざざっ,zazat,4,2,0,1,0,1,zazaʔ,5,7,7,6,5,3,488.3,4.01,7,12256.3,8.17,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ざっ,zat,4,2,0,1,0,1,zaʔ,5,7,7,6,5,3,537.2,4.26,7,10720.0,7.94,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ざっく,zatku,4,2,0,1,0,1,zakku,5,5,5,5,6,5,374.8,3.34,6,6128.6,6.99,7,0,4,#DEB887,77.0,7.0,30.0,5,5,0,8,COMPOUND(複合・異種)
ざっくざく,zatkuzaku,4,2,0,1,0,1,zakkuzaku,5,5,5,5,5,4,323.2,2.97,6,7207.7,7.27,7,0,4,#DAA520,70.8,8.5,68.8,5,5,0,8,COMPOUND(複合・異種)
ざっくざっく,zatkuzatku,4,2,0,1,0,1,zakkuzakku,5,6,5,5,5,4,458.9,3.86,5,7521.6,7.34,6,0,4,#FF8C00,69.5,36.8,75.5,4,5,5,1,REDUP(畳語・同一)
ざっくり,zatkuri,4,2,0,1,0,1,zakkuɾi,4,5,5,5,6,4,332.0,3.04,6,4439.6,6.44,6,mh,5,#8B4513,37.5,26.4,41.0,5,5,5,8,COMPOUND(複合・異種)
ざぶ,zabu,4,2,0,1,0,1,zabu,6,4,4,5,7,7,199.5,1.75,5,8439.7,7.53,7,mc,3,#0000FF,32.3,79.2,-107.9,5,5,0,8,COMPOUND(複合・異種)
ざぶっ,zabut,4,2,0,1,0,1,zabuʔ,5,7,6,6,6,5,401.4,3.52,7,11125.5,8.00,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ざぶり,zaburi,4,2,0,1,0,1,zabuɾi,4,6,6,4,7,5,335.8,3.07,5,7417.0,7.32,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ざぶりざぶり,zaburizaburi,4,2,0,1,0,1,zabuɾizabuɾi,5,5,5,4,7,6,320.1,2.95,4,9271.2,7.69,7,mc,3,#0000FF,32.3,79.2,-107.9,4,5,5,1,REDUP(畳語・同一)
ざぶーん,zabu-n,4,2,0,1,0,1,zabuːŋ,5,4,6,4,6,6,643.0,4.71,2,9301.9,7.70,7,mc,3,#0000FF,32.3,79.2,-107.9,3,7,5,0,LONG(長音ー)
ざらっ,zarat,4,2,0,1,0,1,zaɾaʔ,4,7,6,5,6,3,531.3,4.23,7,10350.9,7.88,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ざらり,zarari,4,2,0,1,0,1,zaɾaɾi,3,5,5,4,8,3,460.4,3.87,5,5841.9,6.91,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ざんぶ,zanbu,4,2,0,1,0,1,zambu,6,5,5,5,6,6,216.2,1.95,5,8565.6,7.56,7,0,4,#0000CD,25.0,67.2,-91.5,5,5,5,8,COMPOUND(複合・異種)
ざーざ,za-za,4,2,0,1,0,1,zaːza,4,3,5,4,7,4,821.0,5.33,2,9371.5,7.71,5,0,4,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ざーっ,za-t,4,2,0,1,0,1,zaːʔ,4,4,6,6,6,4,791.0,5.24,4,9334.3,7.71,6,0,4,#FF0000,53.2,80.1,67.2,2,6,5,0,LONG(長音ー)
しおしお,shioshio,4,2,0,1,0,1,ɕioɕio,4,4,4,5,6,5,591.5,4.50,4,3172.8,5.87,5,mc,3,#708090,52.8,-2.1,-10.6,4,5,5,1,REDUP(畳語・同一)
しげしげ,shigeshige,4,2,0,1,0,1,ɕiɡeɕiɡe,5,5,5,5,6,5,634.5,4.68,5,3976.6,6.26,6,mc,3,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
しこしこっ,shikoshikot,4,2,0,1,0,1,ɕikoɕikoʔ,4,8,7,7,5,3,809.4,5.29,8,7271.9,7.28,7,0,4,#F5DEB3,89.4,1.5,24.0,3,5,0,0,Q(促音単発)
しこっ,shikot,4,2,0,1,0,1,ɕikoʔ,4,8,7,7,5,3,781.7,5.21,8,7382.4,7.31,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
しずしず,shizushizu,4,2,0,1,0,1,ɕizuɕizu,5,4,5,6,5,5,562.1,4.37,4,4540.8,6.48,7,0,4,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
しっこり,shitkori,4,2,0,1,0,1,ɕikkoɾi,3,5,5,5,6,4,618.3,4.61,6,3338.3,5.96,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
しどろもどろ,shidoromodoro,4,2,0,1,0,1,ɕidoɾomodoɾo,5,4,4,5,7,6,218.0,1.97,5,2597.3,5.53,7,0,4,#4B3621,24.5,6.4,16.8,5,5,0,8,COMPOUND(複合・異種)
しなしな,shinashina,4,2,0,1,0,1,ɕinaɕina,4,4,4,5,6,5,652.4,4.75,4,4152.1,6.33,5,0,4,#F5DEB3,89.4,1.5,24.0,4,5,5,1,REDUP(畳語・同一)
しみじみ,shimijimi,4,2,0,1,0,1,ɕimidʑimi,5,4,5,7,5,6,390.4,3.45,5,1877.6,4.98,7,0,4,#4B0082,20.5,51.7,-53.3,5,5,0,8,COMPOUND(複合・異種)
しゃかしゃか,shakashaka,4,2,0,1,0,1,ɕakaɕaka,3,6,5,2,6,3,913.9,5.60,5,8244.2,7.49,5,0,4,#DAA520,70.8,8.5,68.8,4,5,5,1,REDUP(畳語・同一)
しゃきっ,shakit,4,2,0,1,0,1,ɕakiʔ,4,8,7,6,5,3,973.3,5.76,8,9916.9,7.81,7,0,4,#90EE90,86.5,-46.3,36.9,3,5,0,0,Q(促音単発)
しゃっきり,shatkiri,4,2,0,1,0,1,ɕakkiɾi,3,6,6,4,6,3,861.9,5.45,7,7281.0,7.28,6,mh,5,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
しゃっしゃっ,shatshat,4,2,0,1,0,1,ɕaɕɕaʔ,5,6,6,5,6,4,802.8,5.27,6,9538.5,7.74,7,0,4,#778899,55.9,-2.2,-11.1,4,5,5,1,REDUP(畳語・同一)
しゃぶしゃぶ,shabushabu,4,2,0,1,0,1,ɕabuɕabu,5,5,4,3,7,7,558.8,4.36,4,9487.4,7.73,7,mc,3,#0000CD,25.0,67.2,-91.5,4,5,5,1,REDUP(畳語・同一)
しゃらしゃら,sharashara,4,2,0,1,0,1,ɕaɾaɕaɾa,3,5,4,2,7,4,857.0,5.44,4,8059.8,7.46,5,0,4,#FF69B4,65.5,64.2,-10.6,4,5,5,1,REDUP(畳語・同一)
しゃりしゃり,sharishari,4,2,0,1,0,1,ɕaɾiɕaɾi,3,6,5,4,7,5,782.8,5.21,5,7737.1,7.39,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
しゃりっ,sharit,4,2,0,1,0,1,ɕaɾiʔ,4,8,7,6,5,4,933.1,5.65,8,9679.0,7.77,7,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
しゃんしゃん,shanshan,4,2,0,1,0,1,ɕaŋɕaŋ,4,6,6,4,6,5,660.1,4.78,5,8796.2,7.60,7,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
しゃー,sha-,4,2,0,1,0,1,ɕaː,3,3,5,4,7,4,1167.3,6.22,1,7652.0,7.37,5,0,4,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
しゃーしゃー,sha-sha-,4,2,0,1,0,1,ɕaːɕaː,4,4,5,2,7,5,1039.9,5.93,3,9163.7,7.67,6,mh,5,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
しゅっ,shut,4,2,0,1,0,1,ɕuʔ,4,7,7,7,6,4,737.9,5.06,7,8411.4,7.53,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
しゅっしゅっ,shutshut,4,2,0,1,0,1,ɕuɕɕuʔ,5,6,6,6,6,5,737.3,5.06,6,6711.7,7.15,7,0,4,#696969,44.4,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
しゅん,shun,4,2,0,1,0,1,ɕuŋ,4,6,7,5,6,5,704.8,4.94,6,5860.4,6.91,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
しゅんしゅん,shunshun,4,2,0,1,0,1,ɕuŋɕuŋ,4,5,6,5,6,5,727.1,5.02,4,6379.6,7.06,6,0,4,#FFFACD,97.6,-5.4,22.2,4,5,5,1,REDUP(畳語・同一)
しゅーじゅー,shu-ju-,4,2,0,1,0,1,ɕuːdʑuː,4,2,6,4,8,5,1037.3,5.92,1,6205.3,7.01,6,0,4,#FF4500,57.6,67.8,69.0,2,7,5,0,LONG(長音ー)
しゅーん,shu-n,4,2,0,1,0,1,ɕuːŋ,4,4,7,4,6,5,1005.3,5.84,2,6425.7,7.07,6,0,4,#FFFFFF,100.0,-0.0,0.0,3,7,5,0,LONG(長音ー)
しょぼん,shobon,4,2,0,1,0,1,ɕoboŋ,5,6,6,6,6,6,439.6,3.75,6,4978.6,6.64,7,mc,3,#708090,52.8,-2.1,-10.6,3,6,5,0,N(撥音単発)
しょりしょり,shorishori,4,2,0,1,0,1,ɕoɾiɕoɾi,3,5,4,4,7,5,609.8,4.58,5,4540.4,6.48,6,0,4,#000080,13.0,47.5,-64.7,4,5,5,1,REDUP(畳語・同一)
しょんぼりしょんぼり,shonborishonbori,4,2,0,1,0,1,ɕomboɾiɕomboɾi,4,5,4,5,7,5,454.8,3.83,5,5413.5,6.78,7,0,4,#483D8B,30.8,26.1,-42.1,4,5,5,1,REDUP(畳語・同一)
しわくちゃ,shiwakucha,4,2,0,1,0,1,ɕiwakutɕa,3,5,4,4,7,5,710.6,4.96,5,5661.1,6.86,6,0,4,#FF69B4,65.5,64.2,-10.6,5,5,0,8,COMPOUND(複合・異種)
しんねり,shinneri,4,2,0,1,0,1,ɕinneɾi,4,4,4,5,6,5,433.6,3.71,5,2261.1,5.30,6,mh,5,#F5F5DC,95.9,-4.2,12.0,5,5,5,8,COMPOUND(複合・異種)
しんねりむっつり,shinnerimuttsuri,4,2,0,1,0,1,ɕinneɾimuttsuɾi,4,4,5,6,6,5,436.0,3.73,5,2120.4,5.19,7,0,4,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
しーん,shi-n,4,2,0,1,0,1,ɕiːŋ,3,4,6,5,6,4,1181.6,6.25,3,6542.8,7.10,6,0,4,#F0FFFF,98.9,-4.9,-1.7,3,7,5,0,LONG(長音ー)
じっ,jit,4,2,0,1,0,1,dʑiʔ,5,7,7,8,5,4,503.8,4.09,7,7502.1,7.33,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
じっとり,jittori,4,1,2,4,2,8,dʑittoɾi,4,4,5,5,6,5,260.1,2.42,6,2170.1,5.23,7,mh,5,#D8BFD8,80.1,13.2,-9.2,5,5,5,8,COMPOUND(複合・異種)
じぶじぶ,jibujibu,4,2,0,1,0,1,dʑibudʑibu,6,3,4,6,6,7,100.0,0.00,3,4146.8,6.33,7,mc,3,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
じゃかすか,jakasuka,4,2,0,1,0,1,dʑakasuka,4,5,5,3,7,3,624.6,4.64,5,7637.6,7.36,5,mh,5,#F5F5F5,96.5,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
じゃばじゃば,jabajaba,4,2,0,1,0,1,dʑabadʑaba,6,5,5,3,6,7,266.2,2.48,4,9437.8,7.72,7,mh,5,#0000CD,25.0,67.2,-91.5,4,5,5,1,REDUP(畳語・同一)
じゃぼーん,jabo-n,4,2,0,1,0,1,dʑaboːŋ,5,4,6,4,6,5,608.4,4.57,2,8462.5,7.54,7,0,4,#0000CD,25.0,67.2,-91.5,3,7,5,0,LONG(長音ー)
じゃぽん,japon,4,2,0,1,0,1,dʑapoŋ,5,6,7,4,5,6,369.8,3.31,6,6819.6,7.17,7,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
じゃらり,jarari,4,2,0,1,0,1,dʑaɾaɾi,3,6,6,3,7,4,452.8,3.82,5,5692.6,6.87,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
じゃらんじゃらん,jaranjaran,4,2,0,1,0,1,dʑaɾaŋdʑaɾaŋ,4,5,5,2,6,5,379.1,3.37,4,7253.5,7.28,6,0,4,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
じゃりじゃり,jarijari,4,2,0,1,0,1,dʑaɾidʑaɾi,4,5,5,4,6,5,468.7,3.91,5,7270.1,7.28,7,mh,5,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
じゃりっ,jarit,4,2,0,1,0,1,dʑaɾiʔ,5,7,7,7,5,4,705.0,4.94,7,9974.5,7.82,8,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
じゃん,jan,4,2,0,1,0,1,dʑaŋ,5,7,7,5,5,6,394.3,3.47,6,8144.8,7.47,8,0,4,#FF0000,53.2,80.1,67.2,3,6,5,0,N(撥音単発)
じゃーじゃー,ja-ja-,4,2,0,1,0,1,dʑaːdʑaː,5,4,5,3,6,6,632.0,4.67,2,9218.0,7.68,7,mh,5,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
じゅくじゅく,jukujuku,4,2,0,1,0,1,dʑukudʑuku,5,4,5,5,6,7,294.6,2.74,3,3309.0,5.94,7,0,4,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
じゅっ,jut,4,2,0,1,0,1,dʑuʔ,5,7,7,7,5,5,506.1,4.10,7,8408.9,7.53,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
